#blueprint activity materialType materialQuantity productType productQuantity
30614 invention 11496 3 30244 20
30614 invention 20171 3 30244 20
30614 invention 11496 3 30245 20
30614 invention 20171 3 30245 20
30615 invention 11496 3 30227 10
30615 invention 20171 3 30227 10
30615 invention 11496 3 30228 10
30615 invention 20171 3 30228 10
30615 invention 11496 3 30229 10
30615 invention 20171 3 30229 10
30615 invention 11496 3 30230 10
30615 invention 20171 3 30230 10
30615 invention 11496 3 30232 10
30615 invention 20171 3 30232 10
30615 invention 11496 3 30233 10
30615 invention 20171 3 30233 10
30615 invention 11496 3 30234 10
30615 invention 20171 3 30234 10
30615 invention 11496 3 30235 10
30615 invention 20171 3 30235 10
30615 invention 11496 3 30237 10
30615 invention 20171 3 30237 10
30615 invention 11496 3 30238 10
30615 invention 20171 3 30238 10
30615 invention 11496 3 30239 10
30615 invention 20171 3 30239 10
30615 invention 11496 3 30240 10
30615 invention 20171 3 30240 10
30615 invention 11496 3 30242 10
30615 invention 20171 3 30242 10
30615 invention 11496 3 30243 10
30615 invention 20171 3 30243 10
30615 invention 11496 3 30244 10
30615 invention 20171 3 30244 10
30615 invention 11496 3 30245 10
30615 invention 20171 3 30245 10
30618 invention 11496 3 30227 3
30618 invention 20171 3 30227 3
30618 invention 11496 3 30228 3
30618 invention 20171 3 30228 3
30618 invention 11496 3 30229 3
30618 invention 20171 3 30229 3
30618 invention 11496 3 30230 3
30618 invention 20171 3 30230 3
30618 invention 11496 3 30232 3
30618 invention 20171 3 30232 3
30618 invention 11496 3 30233 3
30618 invention 20171 3 30233 3
30618 invention 11496 3 30234 3
30618 invention 20171 3 30234 3
30618 invention 11496 3 30235 3
30618 invention 20171 3 30235 3
30618 invention 11496 3 30237 3
30618 invention 20171 3 30237 3
30618 invention 11496 3 30238 3
30618 invention 20171 3 30238 3
30618 invention 11496 3 30239 3
30618 invention 20171 3 30239 3
30618 invention 11496 3 30240 3
30618 invention 20171 3 30240 3
30618 invention 11496 3 30242 3
30618 invention 20171 3 30242 3
30618 invention 11496 3 30243 3
30618 invention 20171 3 30243 3
30618 invention 11496 3 30244 3
30618 invention 20171 3 30244 3
30618 invention 11496 3 30245 3
30618 invention 20171 3 30245 3
30628 invention 20425 3 30392 20
30628 invention 20412 3 30392 20
30628 invention 20425 3 30393 20
30628 invention 20412 3 30393 20
30628 invention 20425 3 30394 20
30628 invention 20412 3 30394 20
30628 invention 20425 3 30395 20
30628 invention 20412 3 30395 20
30628 invention 20425 3 30397 20
30628 invention 20412 3 30397 20
30628 invention 20425 3 30398 20
30628 invention 20412 3 30398 20
30628 invention 20425 3 30399 20
30628 invention 20412 3 30399 20
30628 invention 20425 3 30400 20
30628 invention 20412 3 30400 20
30628 invention 20425 3 30402 20
30628 invention 20412 3 30402 20
30628 invention 20425 3 30403 20
30628 invention 20412 3 30403 20
30628 invention 20425 3 30404 20
30628 invention 20412 3 30404 20
30628 invention 20425 3 30405 20
30628 invention 20412 3 30405 20
30628 invention 20425 3 30407 20
30628 invention 20412 3 30407 20
30628 invention 20425 3 30408 20
30628 invention 20412 3 30408 20
30628 invention 20425 3 30409 20
30628 invention 20412 3 30409 20
30628 invention 20425 3 30410 20
30628 invention 20412 3 30410 20
30632 invention 20425 3 30392 10
30632 invention 20412 3 30392 10
30632 invention 20425 3 30393 10
30632 invention 20412 3 30393 10
30632 invention 20425 3 30394 10
30632 invention 20412 3 30394 10
30632 invention 20425 3 30395 10
30632 invention 20412 3 30395 10
30632 invention 20425 3 30397 10
30632 invention 20412 3 30397 10
30632 invention 20425 3 30398 10
30632 invention 20412 3 30398 10
30632 invention 20425 3 30399 10
30632 invention 20412 3 30399 10
30632 invention 20425 3 30400 10
30632 invention 20412 3 30400 10
30632 invention 20425 3 30402 10
30632 invention 20412 3 30402 10
30632 invention 20425 3 30403 10
30632 invention 20412 3 30403 10
30632 invention 20425 3 30404 10
30632 invention 20412 3 30404 10
30632 invention 20425 3 30405 10
30632 invention 20412 3 30405 10
30632 invention 20425 3 30407 10
30632 invention 20412 3 30407 10
30632 invention 20425 3 30408 10
30632 invention 20412 3 30408 10
30632 invention 20425 3 30409 10
30632 invention 20412 3 30409 10
30632 invention 20425 3 30410 10
30632 invention 20412 3 30410 10
30633 invention 20425 3 30392 3
30633 invention 20412 3 30392 3
30633 invention 20425 3 30393 3
30633 invention 20412 3 30393 3
30633 invention 20425 3 30394 3
30633 invention 20412 3 30394 3
30633 invention 20425 3 30395 3
30633 invention 20412 3 30395 3
30633 invention 20425 3 30397 3
30633 invention 20412 3 30397 3
30633 invention 20425 3 30398 3
30633 invention 20412 3 30398 3
30633 invention 20425 3 30399 3
30633 invention 20412 3 30399 3
30633 invention 20425 3 30400 3
30633 invention 20412 3 30400 3
30633 invention 20425 3 30402 3
30633 invention 20412 3 30402 3
30633 invention 20425 3 30403 3
30633 invention 20412 3 30403 3
30633 invention 20425 3 30404 3
30633 invention 20412 3 30404 3
30633 invention 20425 3 30405 3
30633 invention 20412 3 30405 3
30633 invention 20425 3 30407 3
30633 invention 20412 3 30407 3
30633 invention 20425 3 30408 3
30633 invention 20412 3 30408 3
30633 invention 20425 3 30409 3
30633 invention 20412 3 30409 3
30633 invention 20425 3 30410 3
30633 invention 20412 3 30410 3
30752 invention 20424 3 29985 20
30752 invention 20412 3 29985 20
30752 invention 20424 3 29987 20
30752 invention 20412 3 29987 20
30752 invention 20424 3 29989 20
30752 invention 20412 3 29989 20
30752 invention 20424 3 29991 20
30752 invention 20412 3 29991 20
30753 invention 20424 3 29985 10
30753 invention 20412 3 29985 10
30753 invention 20424 3 29987 10
30753 invention 20412 3 29987 10
30753 invention 20424 3 29989 10
30753 invention 20412 3 29989 10
30753 invention 20424 3 29991 10
30753 invention 20412 3 29991 10
30754 invention 20424 3 29985 3
30754 invention 20412 3 29985 3
30754 invention 20424 3 29987 3
30754 invention 20412 3 29987 3
30754 invention 20424 3 29989 3
30754 invention 20412 3 29989 3
30754 invention 20424 3 29991 3
30754 invention 20412 3 29991 3
30833 manufacturing 22177 1 30832 1
30833 manufacturing 11536 5 30832 1
30833 manufacturing 9840 12 30832 1
30833 manufacturing 9842 9 30832 1
30833 manufacturing 11539 5 30832 1
30833 manufacturing 11483 1 30832 1
30835 manufacturing 11536 5 30834 1
30835 manufacturing 9840 12 30834 1
30835 manufacturing 9842 9 30834 1
30835 manufacturing 11540 5 30834 1
30835 manufacturing 11483 1 30834 1
30835 manufacturing 22175 1 30834 1
30837 manufacturing 11536 5 30836 1
30837 manufacturing 25861 1 30836 1
30837 manufacturing 11538 5 30836 1
30837 manufacturing 9840 12 30836 1
30837 manufacturing 9842 9 30836 1
30837 manufacturing 11483 1 30836 1
30840 manufacturing 34 72 30839 1
30840 manufacturing 35 36 30839 1
30840 manufacturing 36 1 30839 1
30843 manufacturing 34 2778 30842 1
30988 invention 20416 1 31058 1
30988 invention 20171 1 31058 1
30988 manufacturing 25601 3 30987 1
30988 manufacturing 25605 3 30987 1
30988 manufacturing 25590 2 30987 1
30994 invention 20416 4 31062 1
30994 invention 20171 4 31062 1
30994 manufacturing 25601 417 30993 1
30994 manufacturing 25605 361 30993 1
30994 manufacturing 25590 278 30993 1
30998 invention 20416 1 31004 1
30998 invention 20171 1 31004 1
30998 manufacturing 25601 3 30997 1
30998 manufacturing 25605 3 30997 1
30998 manufacturing 25590 2 30997 1
31000 invention 20416 2 31006 1
31000 invention 20171 2 31006 1
31000 manufacturing 25601 17 30999 1
31000 manufacturing 25605 14 30999 1
31000 manufacturing 25590 9 30999 1
31002 invention 20416 4 31008 1
31002 invention 20171 4 31008 1
31002 manufacturing 25601 417 31001 1
31002 manufacturing 25605 361 31001 1
31002 manufacturing 25590 222 31001 1
31004 manufacturing 25624 1 31003 1
31004 manufacturing 25609 1 31003 1
31004 manufacturing 11475 1 31003 1
31004 manufacturing 25620 1 31003 1
31006 manufacturing 25624 3 31005 1
31006 manufacturing 25609 1 31005 1
31006 manufacturing 11475 1 31005 1
31006 manufacturing 25620 5 31005 1
31008 manufacturing 25624 98 31007 1
31008 manufacturing 25609 60 31007 1
31008 manufacturing 11475 1 31007 1
31008 manufacturing 25620 113 31007 1
31010 invention 20416 1 31016 1
31010 invention 20171 1 31016 1
31010 manufacturing 25601 3 31009 1
31010 manufacturing 25605 3 31009 1
31010 manufacturing 25590 2 31009 1
31012 invention 20416 2 31018 1
31012 invention 20171 2 31018 1
31012 manufacturing 25601 17 31011 1
31012 manufacturing 25605 14 31011 1
31012 manufacturing 25590 9 31011 1
31014 invention 20416 4 31020 1
31014 invention 20171 4 31020 1
31014 manufacturing 25601 417 31013 1
31014 manufacturing 25605 361 31013 1
31014 manufacturing 25590 222 31013 1
31016 manufacturing 25624 1 31015 1
31016 manufacturing 25609 1 31015 1
31016 manufacturing 11475 1 31015 1
31016 manufacturing 25620 1 31015 1
31018 manufacturing 25624 3 31017 1
31018 manufacturing 25609 1 31017 1
31018 manufacturing 11475 1 31017 1
31018 manufacturing 25620 5 31017 1
31020 manufacturing 25624 98 31019 1
31020 manufacturing 25609 60 31019 1
31020 manufacturing 11475 1 31019 1
31020 manufacturing 25620 113 31019 1
31022 invention 20416 1 31028 1
31022 invention 20171 1 31028 1
31022 manufacturing 25601 3 31021 1
31022 manufacturing 25605 3 31021 1
31022 manufacturing 25590 2 31021 1
31024 invention 20416 2 31030 1
31024 invention 20171 2 31030 1
31024 manufacturing 25601 17 31023 1
31024 manufacturing 25605 14 31023 1
31024 manufacturing 25590 9 31023 1
31026 invention 20416 4 31032 1
31026 invention 20171 4 31032 1
31026 manufacturing 25601 417 31025 1
31026 manufacturing 25605 361 31025 1
31026 manufacturing 25590 222 31025 1
31028 manufacturing 25624 1 31027 1
31028 manufacturing 25609 1 31027 1
31028 manufacturing 11475 1 31027 1
31028 manufacturing 25620 1 31027 1
31030 manufacturing 25624 3 31029 1
31030 manufacturing 25609 1 31029 1
31030 manufacturing 11475 1 31029 1
31030 manufacturing 25620 5 31029 1
31032 manufacturing 25624 98 31031 1
31032 manufacturing 25609 60 31031 1
31032 manufacturing 11475 1 31031 1
31032 manufacturing 25620 113 31031 1
31034 invention 20416 1 31040 1
31034 invention 20171 1 31040 1
31034 manufacturing 25601 3 31033 1
31034 manufacturing 25605 3 31033 1
31034 manufacturing 25590 2 31033 1
31036 invention 20416 2 31042 1
31036 invention 20171 2 31042 1
31036 manufacturing 25601 17 31035 1
31036 manufacturing 25605 14 31035 1
31036 manufacturing 25590 9 31035 1
31038 invention 20416 4 31044 1
31038 invention 20171 4 31044 1
31038 manufacturing 25601 417 31037 1
31038 manufacturing 25605 361 31037 1
31038 manufacturing 25590 222 31037 1
31040 manufacturing 25624 1 31039 1
31040 manufacturing 25609 1 31039 1
31040 manufacturing 11475 1 31039 1
31040 manufacturing 25620 1 31039 1
31042 manufacturing 25624 3 31041 1
31042 manufacturing 25609 1 31041 1
31042 manufacturing 11475 1 31041 1
31042 manufacturing 25620 5 31041 1
31044 manufacturing 25624 98 31043 1
31044 manufacturing 25609 60 31043 1
31044 manufacturing 11475 1 31043 1
31044 manufacturing 25620 113 31043 1
31046 invention 20416 1 31052 1
31046 invention 20171 1 31052 1
31046 manufacturing 25601 4 31045 1
31046 manufacturing 25605 4 31045 1
31046 manufacturing 25590 3 31045 1
31048 invention 20416 2 31054 1
31048 invention 20171 2 31054 1
31048 manufacturing 25601 20 31047 1
31048 manufacturing 25605 18 31047 1
31048 manufacturing 25590 13 31047 1
31050 manufacturing 25624 120 31049 1
31050 manufacturing 25609 90 31049 1
31050 manufacturing 11475 1 31049 1
31050 manufacturing 25620 135 31049 1
31052 manufacturing 25624 1 31051 1
31052 manufacturing 25609 1 31051 1
31052 manufacturing 11475 1 31051 1
31052 manufacturing 25620 1 31051 1
31054 manufacturing 25624 5 31053 1
31054 manufacturing 25609 3 31053 1
31054 manufacturing 11475 1 31053 1
31054 manufacturing 25620 5 31053 1
31056 invention 20416 2 31060 1
31056 invention 20171 2 31060 1
31056 manufacturing 25601 17 31055 1
31056 manufacturing 25605 14 31055 1
31056 manufacturing 25590 11 31055 1
31058 manufacturing 25624 1 31057 1
31058 manufacturing 25609 1 31057 1
31058 manufacturing 11475 1 31057 1
31058 manufacturing 25620 1 31057 1
31060 manufacturing 25624 3 31059 1
31060 manufacturing 25609 3 31059 1
31060 manufacturing 11475 1 31059 1
31060 manufacturing 25620 5 31059 1
31062 manufacturing 25624 98 31061 1
31062 manufacturing 25609 75 31061 1
31062 manufacturing 11475 1 31061 1
31062 manufacturing 25620 113 31061 1
31064 invention 20416 1 31070 1
31064 invention 20171 1 31070 1
31064 manufacturing 25601 4 31063 1
31064 manufacturing 25605 4 31063 1
31064 manufacturing 25590 3 31063 1
31066 invention 20416 2 31072 1
31066 invention 20171 2 31072 1
31066 manufacturing 25601 20 31065 1
31066 manufacturing 25605 18 31065 1
31066 manufacturing 25590 13 31065 1
31068 invention 20416 4 27067 1
31068 invention 20171 4 27067 1
31068 manufacturing 25601 500 31067 1
31068 manufacturing 25605 444 31067 1
31068 manufacturing 25590 333 31067 1
31070 manufacturing 25624 1 31069 1
31070 manufacturing 25609 1 31069 1
31070 manufacturing 11475 1 31069 1
31070 manufacturing 25620 1 31069 1
31072 manufacturing 25624 5 31071 1
31072 manufacturing 25609 3 31071 1
31072 manufacturing 11475 1 31071 1
31072 manufacturing 25620 5 31071 1
31074 invention 20416 2 31080 1
31074 invention 20171 2 31080 1
31074 manufacturing 25601 20 31073 1
31074 manufacturing 25605 18 31073 1
31074 manufacturing 25590 13 31073 1
31076 invention 20416 4 31082 1
31076 invention 20171 4 31082 1
31076 manufacturing 25601 500 31075 1
31076 manufacturing 25605 444 31075 1
31076 manufacturing 25590 333 31075 1
31078 manufacturing 25624 1 31077 1
31078 manufacturing 25609 1 31077 1
31078 manufacturing 11475 1 31077 1
31078 manufacturing 25620 1 31077 1
31080 manufacturing 25624 5 31079 1
31080 manufacturing 25609 3 31079 1
31080 manufacturing 11475 1 31079 1
31080 manufacturing 25620 5 31079 1
31082 manufacturing 25624 120 31081 1
31082 manufacturing 25609 90 31081 1
31082 manufacturing 11475 1 31081 1
31082 manufacturing 25620 135 31081 1
31084 invention 20416 1 31090 1
31084 invention 20171 1 31090 1
31084 manufacturing 25601 4 31083 1
31084 manufacturing 25605 4 31083 1
31084 manufacturing 25590 3 31083 1
31086 invention 20416 2 31092 1
31086 invention 20171 2 31092 1
31086 manufacturing 25601 20 31085 1
31086 manufacturing 25605 18 31085 1
31086 manufacturing 25590 13 31085 1
31088 invention 20416 4 31094 1
31088 invention 20171 4 31094 1
31088 manufacturing 25601 500 31087 1
31088 manufacturing 25605 444 31087 1
31088 manufacturing 25590 333 31087 1
31090 manufacturing 25624 1 31089 1
31090 manufacturing 25609 1 31089 1
31090 manufacturing 11475 1 31089 1
31090 manufacturing 25620 1 31089 1
31092 manufacturing 25624 5 31091 1
31092 manufacturing 25609 3 31091 1
31092 manufacturing 11475 1 31091 1
31092 manufacturing 25620 5 31091 1
31094 manufacturing 25624 120 31093 1
31094 manufacturing 25609 90 31093 1
31094 manufacturing 11475 1 31093 1
31094 manufacturing 25620 135 31093 1
31106 invention 20416 1 31112 1
31106 invention 20415 1 31112 1
31106 manufacturing 25600 4 31105 1
31106 manufacturing 25602 1 31105 1
31106 manufacturing 25599 3 31105 1
31108 invention 20416 2 31114 1
31108 invention 20415 2 31114 1
31108 manufacturing 25600 20 31107 1
31108 manufacturing 25602 7 31107 1
31108 manufacturing 25599 18 31107 1
31110 invention 20416 4 31116 1
31110 invention 20415 4 31116 1
31110 manufacturing 25600 500 31109 1
31110 manufacturing 25602 167 31109 1
31110 manufacturing 25599 444 31109 1
31112 manufacturing 25619 1 31111 1
31112 manufacturing 25618 1 31111 1
31112 manufacturing 11475 1 31111 1
31112 manufacturing 25621 1 31111 1
31114 manufacturing 25619 6 31113 1
31114 manufacturing 25618 5 31113 1
31114 manufacturing 11475 1 31113 1
31114 manufacturing 25621 1 31113 1
31116 manufacturing 25619 135 31115 1
31116 manufacturing 25618 120 31115 1
31116 manufacturing 11475 1 31115 1
31116 manufacturing 25621 45 31115 1
31118 invention 20416 1 31124 1
31118 invention 20415 1 31124 1
31118 manufacturing 25601 6 31117 1
31118 manufacturing 25595 4 31117 1
31118 manufacturing 25598 3 31117 1
31120 invention 20416 2 31126 1
31120 invention 20415 2 31126 1
31120 manufacturing 25601 27 31119 1
31120 manufacturing 25595 22 31119 1
31120 manufacturing 25598 16 31119 1
31122 invention 20416 4 31128 1
31122 invention 20415 4 31128 1
31122 manufacturing 25601 656 31121 1
31122 manufacturing 25595 556 31121 1
31122 manufacturing 25598 378 31121 1
31124 manufacturing 25617 1 31123 1
31124 manufacturing 11475 1 31123 1
31124 manufacturing 25620 1 31123 1
31124 manufacturing 25614 1 31123 1
31126 manufacturing 25617 5 31125 1
31126 manufacturing 11475 1 31125 1
31126 manufacturing 25620 8 31125 1
31126 manufacturing 25614 6 31125 1
31128 manufacturing 25617 105 31127 1
31128 manufacturing 11475 1 31127 1
31128 manufacturing 25620 180 31127 1
31128 manufacturing 25614 150 31127 1
31130 invention 20416 1 31136 1
31130 invention 20415 1 31136 1
31130 manufacturing 25600 1 31129 1
31130 manufacturing 25595 1 31129 1
31130 manufacturing 25598 2 31129 1
31132 invention 20416 2 31138 1
31132 invention 20415 2 31138 1
31132 manufacturing 25600 7 31131 1
31132 manufacturing 25595 4 31131 1
31132 manufacturing 25598 11 31131 1
31134 invention 20416 4 31140 1
31134 invention 20415 4 31140 1
31134 manufacturing 25600 167 31133 1
31134 manufacturing 25595 111 31133 1
31134 manufacturing 25598 278 31133 1
31136 manufacturing 25619 1 31135 1
31136 manufacturing 25617 1 31135 1
31136 manufacturing 11475 1 31135 1
31136 manufacturing 25614 1 31135 1
31138 manufacturing 25619 1 31137 1
31138 manufacturing 25617 3 31137 1
31138 manufacturing 11475 1 31137 1
31138 manufacturing 25614 1 31137 1
31140 manufacturing 25619 45 31139 1
31140 manufacturing 25617 75 31139 1
31140 manufacturing 11475 1 31139 1
31140 manufacturing 25614 30 31139 1
31142 invention 20416 1 31148 1
31142 invention 20415 1 31148 1
31142 manufacturing 25601 3 31141 1
31142 manufacturing 25595 2 31141 1
31142 manufacturing 25598 3 31141 1
31144 invention 20416 2 31150 1
31144 invention 20415 2 31150 1
31144 manufacturing 25601 17 31143 1
31144 manufacturing 25595 13 31143 1
31144 manufacturing 25598 14 31143 1
31146 invention 20416 4 31152 1
31146 invention 20415 4 31152 1
31146 manufacturing 25601 417 31145 1
31146 manufacturing 25595 333 31145 1
31146 manufacturing 25598 361 31145 1
31148 manufacturing 25617 1 31147 1
31148 manufacturing 11475 1 31147 1
31148 manufacturing 25620 1 31147 1
31148 manufacturing 25614 1 31147 1
31150 manufacturing 25617 5 31149 1
31150 manufacturing 11475 1 31149 1
31150 manufacturing 25620 5 31149 1
31150 manufacturing 25614 3 31149 1
31152 manufacturing 25617 98 31151 1
31152 manufacturing 11475 1 31151 1
31152 manufacturing 25620 113 31151 1
31152 manufacturing 25614 90 31151 1
31154 invention 20416 1 31172 1
31154 invention 20415 1 31172 1
31154 manufacturing 25600 4 31153 1
31154 manufacturing 25602 1 31153 1
31154 manufacturing 25599 3 31153 1
31156 invention 20416 2 31174 1
31156 invention 20415 2 31174 1
31156 manufacturing 25600 20 31155 1
31156 manufacturing 25602 7 31155 1
31156 manufacturing 25599 18 31155 1
31158 invention 20416 4 31176 1
31158 invention 20415 4 31176 1
31158 manufacturing 25600 500 31157 1
31158 manufacturing 25602 167 31157 1
31158 manufacturing 25599 444 31157 1
31160 invention 20416 1 31166 1
31160 invention 20415 1 31166 1
31160 manufacturing 25600 4 31159 1
31160 manufacturing 25602 3 31159 1
31160 manufacturing 25599 3 31159 1
31162 invention 20416 2 31168 1
31162 invention 20415 2 31168 1
31162 manufacturing 25600 23 31161 1
31162 manufacturing 25602 16 31161 1
31162 manufacturing 25599 16 31161 1
31164 invention 20416 4 31170 1
31164 invention 20415 4 31170 1
31164 manufacturing 25600 583 31163 1
31164 manufacturing 25602 400 31163 1
31164 manufacturing 25599 394 31163 1
31166 manufacturing 25619 1 31165 1
31166 manufacturing 25618 1 31165 1
31166 manufacturing 11475 1 31165 1
31166 manufacturing 25621 1 31165 1
31168 manufacturing 25619 6 31167 1
31168 manufacturing 25618 5 31167 1
31168 manufacturing 11475 1 31167 1
31168 manufacturing 25621 5 31167 1
31170 manufacturing 25619 158 31169 1
31170 manufacturing 25618 105 31169 1
31170 manufacturing 11475 1 31169 1
31170 manufacturing 25621 105 31169 1
31172 manufacturing 25619 1 31171 1
31172 manufacturing 25618 1 31171 1
31172 manufacturing 11475 1 31171 1
31172 manufacturing 25621 1 31171 1
31174 manufacturing 25619 6 31173 1
31174 manufacturing 25618 5 31173 1
31174 manufacturing 11475 1 31173 1
31174 manufacturing 25621 1 31173 1
31176 manufacturing 25619 135 31175 1
31176 manufacturing 25618 120 31175 1
31176 manufacturing 11475 1 31175 1
31176 manufacturing 25621 45 31175 1
31178 invention 20416 1 31184 1
31178 invention 20415 1 31184 1
31178 manufacturing 25601 4 31177 1
31178 manufacturing 25595 4 31177 1
31178 manufacturing 25598 3 31177 1
31180 invention 20416 2 31186 1
31180 invention 20415 2 31186 1
31180 manufacturing 25601 24 31179 1
31180 manufacturing 25595 22 31179 1
31180 manufacturing 25598 16 31179 1
31182 invention 20416 4 31188 1
31182 invention 20415 4 31188 1
31182 manufacturing 25601 622 31181 1
31182 manufacturing 25595 556 31181 1
31182 manufacturing 25598 389 31181 1
31184 manufacturing 25617 1 31183 1
31184 manufacturing 11475 1 31183 1
31184 manufacturing 25620 1 31183 1
31184 manufacturing 25614 1 31183 1
31186 manufacturing 25617 5 31185 1
31186 manufacturing 11475 1 31185 1
31186 manufacturing 25620 6 31185 1
31186 manufacturing 25614 6 31185 1
31188 manufacturing 25617 105 31187 1
31188 manufacturing 11475 1 31187 1
31188 manufacturing 25620 165 31187 1
31188 manufacturing 25614 150 31187 1
31190 invention 20416 1 31196 1
31190 invention 20415 1 31196 1
31190 manufacturing 25600 4 31189 1
31190 manufacturing 25602 3 31189 1
31190 manufacturing 25599 3 31189 1
31192 invention 20416 2 31198 1
31192 invention 20415 2 31198 1
31192 manufacturing 25600 22 31191 1
31192 manufacturing 25602 14 31191 1
31192 manufacturing 25599 16 31191 1
31194 invention 20416 4 31200 1
31194 invention 20415 4 31200 1
31194 manufacturing 25600 550 31193 1
31194 manufacturing 25602 350 31193 1
31194 manufacturing 25599 394 31193 1
31196 manufacturing 25619 1 31195 1
31196 manufacturing 25618 1 31195 1
31196 manufacturing 11475 1 31195 1
31196 manufacturing 25621 1 31195 1
31198 manufacturing 25619 6 31197 1
31198 manufacturing 25618 5 31197 1
31198 manufacturing 11475 1 31197 1
31198 manufacturing 25621 5 31197 1
31200 manufacturing 25619 150 31199 1
31200 manufacturing 25618 105 31199 1
31200 manufacturing 11475 1 31199 1
31200 manufacturing 25621 98 31199 1
31202 invention 20417 1 31208 1
31202 invention 20418 1 31208 1
31202 manufacturing 25604 2 31201 1
31202 manufacturing 25597 3 31201 1
31202 manufacturing 25598 4 31201 1
31204 invention 20417 2 31210 1
31204 invention 20418 2 31210 1
31204 manufacturing 25604 9 31203 1
31204 manufacturing 25597 18 31203 1
31204 manufacturing 25598 22 31203 1
31206 invention 20417 4 31212 1
31206 invention 20418 4 31212 1
31206 manufacturing 25604 222 31205 1
31206 manufacturing 25597 444 31205 1
31206 manufacturing 25598 556 31205 1
31208 manufacturing 25616 1 31207 1
31208 manufacturing 25617 1 31207 1
31208 manufacturing 11483 1 31207 1
31208 manufacturing 25623 1 31207 1
31210 manufacturing 25616 5 31209 1
31210 manufacturing 25617 6 31209 1
31210 manufacturing 11483 1 31209 1
31210 manufacturing 25623 3 31209 1
31212 manufacturing 25616 120 31211 1
31212 manufacturing 25617 150 31211 1
31212 manufacturing 11483 1 31211 1
31212 manufacturing 25623 60 31211 1
31214 invention 20417 1 31221 1
31214 invention 20418 1 31221 1
31214 manufacturing 25601 4 31213 1
31214 manufacturing 25597 2 31213 1
31214 manufacturing 25599 3 31213 1
31216 invention 20417 2 31223 1
31216 invention 20418 2 31223 1
31216 manufacturing 25601 20 31215 1
31216 manufacturing 25597 13 31215 1
31216 manufacturing 25599 18 31215 1
31218 invention 20417 4 31225 1
31218 invention 20418 4 31225 1
31218 manufacturing 25601 500 31217 1
31218 manufacturing 25597 333 31217 1
31218 manufacturing 25599 444 31217 1
31221 manufacturing 25616 1 31220 1
31221 manufacturing 25617 1 31220 1
31221 manufacturing 11483 1 31220 1
31221 manufacturing 25623 1 31220 1
31223 manufacturing 25616 3 31222 1
31223 manufacturing 25617 5 31222 1
31223 manufacturing 11483 1 31222 1
31223 manufacturing 25623 6 31222 1
31225 manufacturing 25616 90 31224 1
31225 manufacturing 25617 120 31224 1
31225 manufacturing 11483 1 31224 1
31225 manufacturing 25623 135 31224 1
31227 invention 20417 1 31233 1
31227 invention 20418 1 31233 1
31227 manufacturing 25604 2 31226 1
31227 manufacturing 25597 3 31226 1
31227 manufacturing 25599 4 31226 1
31229 invention 20417 2 31235 1
31229 invention 20418 2 31235 1
31229 manufacturing 25604 9 31228 1
31229 manufacturing 25597 18 31228 1
31229 manufacturing 25599 22 31228 1
31231 invention 20417 4 31237 1
31231 invention 20418 4 31237 1
31231 manufacturing 25604 222 31230 1
31231 manufacturing 25597 444 31230 1
31231 manufacturing 25599 556 31230 1
31233 manufacturing 25616 1 31232 1
31233 manufacturing 25617 1 31232 1
31233 manufacturing 11483 1 31232 1
31233 manufacturing 25623 1 31232 1
31235 manufacturing 25616 5 31234 1
31235 manufacturing 25617 6 31234 1
31235 manufacturing 11483 1 31234 1
31235 manufacturing 25623 3 31234 1
31237 manufacturing 25616 120 31236 1
31237 manufacturing 25617 150 31236 1
31237 manufacturing 11483 1 31236 1
31237 manufacturing 25623 60 31236 1
31239 invention 20417 1 31245 1
31239 invention 20418 1 31245 1
31239 manufacturing 25604 2 31238 1
31239 manufacturing 25597 3 31238 1
31239 manufacturing 25599 4 31238 1
31241 invention 20417 2 31247 1
31241 invention 20418 2 31247 1
31241 manufacturing 25604 9 31240 1
31241 manufacturing 25597 18 31240 1
31241 manufacturing 25599 22 31240 1
31243 invention 20417 4 31249 1
31243 invention 20418 4 31249 1
31243 manufacturing 25604 222 31242 1
31243 manufacturing 25597 444 31242 1
31243 manufacturing 25599 556 31242 1
31245 manufacturing 25616 1 31244 1
31245 manufacturing 25617 1 31244 1
31245 manufacturing 11483 1 31244 1
31245 manufacturing 25623 1 31244 1
31247 manufacturing 25616 5 31246 1
31247 manufacturing 25617 6 31246 1
31247 manufacturing 11483 1 31246 1
31247 manufacturing 25623 3 31246 1
31249 manufacturing 25616 120 31248 1
31249 manufacturing 25617 150 31248 1
31249 manufacturing 11483 1 31248 1
31249 manufacturing 25623 60 31248 1
31251 invention 20417 1 31257 1
31251 invention 20418 1 31257 1
31251 manufacturing 25604 1 31250 1
31251 manufacturing 25597 3 31250 1
31251 manufacturing 25598 3 31250 1
31253 invention 20417 2 31259 1
31253 invention 20418 2 31259 1
31253 manufacturing 25604 7 31252 1
31253 manufacturing 25597 16 31252 1
31253 manufacturing 25598 18 31252 1
31255 invention 20417 4 31261 1
31255 invention 20418 4 31261 1
31255 manufacturing 25604 167 31254 1
31255 manufacturing 25597 389 31254 1
31255 manufacturing 25598 444 31254 1
31257 manufacturing 25616 1 31256 1
31257 manufacturing 25617 1 31256 1
31257 manufacturing 11483 1 31256 1
31257 manufacturing 25623 1 31256 1
31259 manufacturing 25616 5 31258 1
31259 manufacturing 25617 5 31258 1
31259 manufacturing 11483 1 31258 1
